title,price,Bedrooms,square_feet,full_address,monthly,apartment,cats_allowed,dogs_allowed,laundry_on_site,air_conditioning,off_street_parking,EV_charging,washer_dryer_in_unit,carport,no_smoking,attached_garage,detached_garage,laundry_in_bldg,fee_needed_to_apply,wheelchair_accessible,no_parking,furnished,street_parking,no_laundry_on_site,house,washer_dryer_hookups,latitude,longitude,nearest_budget_grocery_store_distance,nearest_budget_grocery_store,nearest_midTier_grocery_store_distance,nearest_midTier_grocery_store,nearest_premium_grocery_store_distance,nearest_premium_grocery_store
Stunning One Bedroom Apartment - The Lifestyle You Deserve.,2987,1br,870.0,"550 South Barrington Avenue, Los Angeles, CA 90049",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0583996,-118.4680795,1.301927919463336,"Smart & Final - 12210 Santa Monica Blvd W, Los Angeles",0.9296848943109,"Ralphs Fresh Fare - 12057 Wilshire Blvd, Los Angeles",0.3322921506927556,"Whole Foods Market - 11737 San Vicente Blvd, Los Angeles"
1 Bedroom 1 Bath in West L.A. with A/C * SS Appliances,2895,1br,700.0,"1801 Federal Avenue, Los Angeles, CA 90025",1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.040648,-118.4510543,0.7666750735289826,"Smart & Final - 12210 Santa Monica Blvd W, Los Angeles",0.4117657963907138,"Ralphs Fresh Fare - 11727 W Olympic Blvd, Los Angeles",1.069870654358512,"Bristol Farms - 1515 Westwood Blvd, Los Angeles"
1 Bedroom in the Heart of Beautiful Westwood ++ Ideal for Students,2725,1br,700.0,"433 Kelton Avenue, Los Angeles, CA 90024",1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34.0693767,-118.4541629,2.12575277860983,"Smart & Final - 12210 Santa Monica Blvd W, Los Angeles",0.7077748723707814,"Ralphs Fresh Fare - 10861 Weyburn Ave, Los Angeles",0.701079356339063,"Whole Foods Market - 1050 Gayley Ave, Los Angeles"
1 Bedroom Suite in Westwood Village ^ Fireplace ^ Coffee Bar,3195,1br,650.0,"1033 Hilgard Avenue, Los Angeles, CA 90024",1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34.0607377,-118.442397,1.6875540611640667,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",0.1319742802189153,"Trader Joe's - 1000 Glendon Ave, Los Angeles",0.2613725629326833,"Whole Foods Market - 1050 Gayley Ave, Los Angeles"
1 Bedroom in West Los Angeles | Vinyl Plank Floors | Patio/Balcony,2500,1br,650.0,"1737 Stoner Avenue, Los Angeles, CA 90025",1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0397486,-118.4543438,0.5761331480787393,"Smart & Final - 12210 Santa Monica Blvd W, Los Angeles",0.4499602622694117,"Ralphs Fresh Fare - 11727 W Olympic Blvd, Los Angeles",1.058896586184693,"Bristol Farms - 3105 Wilshire Blvd, Santa Monica"
☕ 1 Bedroom in West Los Angeles + Fireplace + Spa/Hot Tub  ☕,2895,1br,750.0,"2600 Overland Avenue, West Los Angeles, CA 90064",1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,34.0387467,-118.4220338,0.9030421763612388,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",1.0887194575801733,"Ralphs - 11361 National Blvd, Los Angeles",1.4468256701653035,"Whole Foods Market - 11666 National Blvd, Los Angeles"
SS Appliances | Heated Pool | Gym | Upgraded 1 Bedroom in Westwood,3531,1br,700.0,"870 Hilgard Avenue, Los Angeles, CA 90024",1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,34.0645792,-118.4404699,1.9374579202382136,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",0.2474595287696011,"Trader Joe's - 1000 Glendon Ave, Los Angeles",0.4378235490587268,"Whole Foods Market - 1050 Gayley Ave, Los Angeles"
"1 Bed, Walk in closets, Smoke free community",3095,1br,670.0,"210 Santa Monica Blvd, Santa Monica, CA 90401",1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,34.0148949,-118.4965919,2.099804750655249,"Smart & Final Extra! - 604 Lincoln Blvd, Venice",0.28386043758032,"Trader Joe's - 500 Broadway, Santa Monica",1.2448069008058962,"Whole Foods Market - 1425 Montana Ave, Santa Monica"
1 Bedroom in West Los Angeles ^ Refrigerator ^ A/C ^ Fitness Center,2250,1br,650.0,"3230 Overland Avenue, Culver City, CA 90034",1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0291156,-118.4141723,1.438614253363398,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",1.1161827996168483,"Ralphs - 11361 National Blvd, Los Angeles",1.4370715044658868,"Whole Foods Market - 11666 National Blvd, Los Angeles"
"Santa Monica CA, Elevator Access, 1/bd 1/ba",2471,1br,382.0,"1447 Lincoln Blvd, Santa Monica, CA 90401",1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34.0183996,-118.4898922,1.915444945193366,"Smart & Final Extra! - 604 Lincoln Blvd, Venice",0.2396949173789324,"Trader Joe's - 500 Broadway, Santa Monica",1.0338734412841484,"Whole Foods Market - 1425 Montana Ave, Santa Monica"
2 Weeks Free | 1 Bedroom in Westwood | Patio/Balcony | A/C,2695,1br,750.0,"10989 Rochester Avenue, Los Angeles, CA 90024",1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.0555797,-118.4453829,1.38245356993932,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",0.471311210069299,"Trader Joe's - 1000 Glendon Ave, Los Angeles",0.3104425510478443,"Bristol Farms - 1515 Westwood Blvd, Los Angeles"
"Outdoor Lounges, Brand New 1 Bedroom in West Los Angeles, SPECIALS!",3438,1br,711.0,"11916 West Pico Boulevard, Los Angeles, CA 90064",1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,34.0298043,-118.4486693,0.7904210706390106,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",0.2676949310551013,"Trader Joe's - 11755 W Olympic Blvd, Los Angeles",0.7946014440809652,"Whole Foods Market - 11666 National Blvd, Los Angeles"
REMODELD BaLcNy FRPLClsets PkG LnDrY GaTed Quiet A/Cat FRig DSh+++++++,2195,1br,750.0,"COLBY AVE., West Los Angeles, Sawtelle, CA 90025",1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,34.0402598,-118.4487167,0.683912586021075,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",0.3695374277522205,"Ralphs Fresh Fare - 11727 W Olympic Blvd, Los Angeles",1.024920775818923,"Bristol Farms - 1515 Westwood Blvd, Los Angeles"
Start Saving NOW! One Month FREE Ren on Apartments!,2883,1br,628.0,"1440 Butler Avenue, Los Angeles, CA 90025",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34.0477312,-118.4529112,0.8562157934258058,"Smart & Final - 12210 Santa Monica Blvd W, Los Angeles",0.8328925996470491,"Ralphs Fresh Fare - 12057 Wilshire Blvd, Los Angeles",0.8094036134505576,"Bristol Farms - 1515 Westwood Blvd, Los Angeles"
1 Bedroom in Venice + Picnic Area with BBQ + Spacious Walk-in Closet,2895,1br,750.0,"237 Fourth Avenue, Venice, CA 90291",1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33.9980902,-118.475972,0.6960200059003282,"Smart & Final Extra! - 604 Lincoln Blvd, Venice",0.843991729320639,"Ralphs - 910 Lincoln Blvd, Venice",0.4083445268519531,"Whole Foods Market - 225 Lincoln Blvd, Venice"
"CCI- Brand new luxury 1 bed, 1 bath with an office",2895,1br,650.0,"10473 Santa Monica Blvd, Los Angeles, CA 90025",1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,34.0562238,-118.4266448,1.491442585287425,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",1.0657786750776057,"Trader Joe's - 1000 Glendon Ave, Los Angeles",0.8205302736432247,"Bristol Farms - 1515 Westwood Blvd, Los Angeles"
West Los Angeles 1 Bedroom 1 Bath with Plank Flooring,2895,1br,700.0,"1801 Federal Avenue, Los Angeles, CA 90025",1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.040648,-118.4510543,0.7666750735289826,"Smart & Final - 12210 Santa Monica Blvd W, Los Angeles",0.4117657963907138,"Ralphs Fresh Fare - 11727 W Olympic Blvd, Los Angeles",1.069870654358512,"Bristol Farms - 1515 Westwood Blvd, Los Angeles"
1 Bedroom 1 BA in Culver City ^ Billiards Room ^ Remodeled ^ Garage,2895,1br,750.0,"2600 Overland Avenue, West Los Angeles, CA 90064",1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,34.0387467,-118.4220338,0.9030421763612388,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",1.0887194575801733,"Ralphs - 11361 National Blvd, Los Angeles",1.4468256701653035,"Whole Foods Market - 11666 National Blvd, Los Angeles"
Walk to UCLA | 1 Bedroom 1 Bath in Westwood | Parking | Gated Access,2725,1br,700.0,"433 Kelton Avenue, Los Angeles, CA 90024",1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34.0693767,-118.4541629,2.12575277860983,"Smart & Final - 12210 Santa Monica Blvd W, Los Angeles",0.7077748723707814,"Ralphs Fresh Fare - 10861 Weyburn Ave, Los Angeles",0.701079356339063,"Whole Foods Market - 1050 Gayley Ave, Los Angeles"
"1/bd 1/ba, Private Balconies, 24-Hour Laundry Facility On-Site",2471,1br,382.0,"1447 Lincoln Blvd, Santa Monica, CA 90401",1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34.0183996,-118.4898922,1.915444945193366,"Smart & Final Extra! - 604 Lincoln Blvd, Venice",0.2396949173789324,"Trader Joe's - 500 Broadway, Santa Monica",1.0338734412841484,"Whole Foods Market - 1425 Montana Ave, Santa Monica"
1 Bedroom Suite in Westwood Village ^ Rooftop Pool ^ Spacious Closets,3195,1br,650.0,"1033 Hilgard Avenue, Los Angeles, CA 90024",1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34.0607377,-118.442397,1.6875540611640667,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",0.1319742802189153,"Trader Joe's - 1000 Glendon Ave, Los Angeles",0.2613725629326833,"Whole Foods Market - 1050 Gayley Ave, Los Angeles"
1 Bedroom in West Los Angeles * Large Closets * Lease Today!,2500,1br,650.0,"1737 Stoner Avenue, Los Angeles, CA 90025",1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0397486,-118.4543438,0.5761331480787393,"Smart & Final - 12210 Santa Monica Blvd W, Los Angeles",0.4499602622694117,"Ralphs Fresh Fare - 11727 W Olympic Blvd, Los Angeles",1.058896586184693,"Bristol Farms - 3105 Wilshire Blvd, Santa Monica"
Discover what it feels like to love where you live at Indie Westside,2858,1br,745.0,"3740 Keystone Av, Los Angeles, CA 90034",1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,34.0207851,-118.4068628,2.073074819901287,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",1.557943711186842,"Ralphs - 11361 National Blvd, Los Angeles",1.784765398299878,"Whole Foods Market - 11666 National Blvd, Los Angeles"
"1 Bedroom in Westwood, Brand New Gym, Heated Pool, Plank Floors",3395,1br,700.0,"870 Hilgard Avenue, Los Angeles, CA 90024",1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,34.0645792,-118.4404699,1.9374579202382136,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",0.2474595287696011,"Trader Joe's - 1000 Glendon Ave, Los Angeles",0.4378235490587268,"Whole Foods Market - 1050 Gayley Ave, Los Angeles"
"1B/1B, Gas Range, Large Closets",2870,1br,575.0,"1720 Pacific Ave, Venice, CA 90291",1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33.987065,-118.4707481,1.0096293061042994,"Smart & Final Extra! - 604 Lincoln Blvd, Venice",0.997125274514138,"Ralphs - 910 Lincoln Blvd, Venice",0.5282869673357267,"Erewhon - 585 Venice Blvd., Venice"
"1 Month Free * Kitchenware Included, Furnished Co-Living in West LA",2395,1br,182.0,"Butler Ave, Los Angeles, CA 90025",1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,34.037859,-118.4453239,0.4502276071574607,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",0.295439445367508,"Ralphs Fresh Fare - 11727 W Olympic Blvd, Los Angeles",1.1126323695097928,"Bristol Farms - 1515 Westwood Blvd, Los Angeles"
2 Weeks Free | 1 Bedroom 1 Bath in Palms | Call and Schedule Your Tour,1900,1br,550.0,"3258 Overland Avenue, Palms, CA 90034",1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.028098,-118.4138161,1.484185867791125,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",1.125289947306103,"Ralphs - 11361 National Blvd, Los Angeles",1.435882508387226,"Whole Foods Market - 11666 National Blvd, Los Angeles"
Spacious Walk-In Showers with Glass Sliding Doors,3257,1br,800.0,"10959 Rochester Avenue, Los Angeles, CA 90024",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34.0560268,-118.4445086,1.3967401574381175,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",0.4333800561847219,"Trader Joe's - 1000 Glendon Ave, Los Angeles",0.2852113819032593,"Bristol Farms - 1515 Westwood Blvd, Los Angeles"
1 Bedroom in West Los Angeles ^ SS Appliances ^ Patio/Balcony,2595,1br,800.0,"1709 South Westgate Avenue, West Los Angeles, CA 90025",1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0391339,-118.4567968,0.4381306677698006,"Smart & Final - 12210 Santa Monica Blvd W, Los Angeles",0.5295776066118012,"Ralphs Fresh Fare - 11727 W Olympic Blvd, Los Angeles",0.9214992104584244,"Bristol Farms - 3105 Wilshire Blvd, Santa Monica"
Your New Home Awaits! Enjoy One Month FREE Rent!,2864,1br,640.0,"11411 Ohio Avenue, Los Angeles, CA 90025",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34.0471677,-118.4525927,0.8463497517408556,"Smart & Final - 12210 Santa Monica Blvd W, Los Angeles",0.8427773598641698,"Ralphs Fresh Fare - 12057 Wilshire Blvd, Los Angeles",0.8137440979630112,"Bristol Farms - 1515 Westwood Blvd, Los Angeles"
"SP- Luxury 1 bed, 1 bath w/ in unit laundry",2850,1br,556.0,"1831 Sawtelle Blvd, Los Angeles, CA 90025",1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,34.0429906,-118.4457751,0.6416324844169894,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",0.5887264418527461,"Ralphs Fresh Fare - 11727 W Olympic Blvd, Los Angeles",0.783007108116606,"Bristol Farms - 1515 Westwood Blvd, Los Angeles"
"Simply stunning community with waterfront views. 1 Bd, 1 Ba available!",3360,1br,720.0,"4108 Del Rey Ave, Marina del Rey, CA 90292",1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,33.98891589999999,-118.4443491,0.2903232522877552,"Costco Wholesale - 13463 Washington Blvd, Marina Del Rey",0.3285198032733971,"Ralphs Fresh Fare - 4311 Lincoln Blvd, Marina Del Rey",1.017899644724615,"Erewhon - 585 Venice Blvd., Venice"
Gorgeous waterfront views at Tribeca Urban Apartments,3360,1br,720.0,"4108 Del Rey Ave, Marina del Rey, CA 90292",1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,33.98891589999999,-118.4443491,0.2903232522877552,"Costco Wholesale - 13463 Washington Blvd, Marina Del Rey",0.3285198032733971,"Ralphs Fresh Fare - 4311 Lincoln Blvd, Marina Del Rey",1.017899644724615,"Erewhon - 585 Venice Blvd., Venice"
Style and Luxury at Tribeca Urban Apartments. 1 bed / 1 bath / 720 sq ft!,3360,1br,720.0,"4108 Del Rey Ave, Marina del Rey, CA 90292",1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,33.98891589999999,-118.4443491,0.2903232522877552,"Costco Wholesale - 13463 Washington Blvd, Marina Del Rey",0.3285198032733971,"Ralphs Fresh Fare - 4311 Lincoln Blvd, Marina Del Rey",1.017899644724615,"Erewhon - 585 Venice Blvd., Venice"
"Enough living space for all your needs. 1 bed, 1 bath. Check us out!",4700,1br,435.0,"3630 Overland Ave, Los Angeles, CA 90034",1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,34.02276390000001,-118.4095784,1.869103946656898,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",1.3781279930386157,"Ralphs - 11361 National Blvd, Los Angeles",1.625450064234588,"Whole Foods Market - 11666 National Blvd, Los Angeles"
Take it to the next level! Beautiful high rise 1 bed / 1 bath!,2915,1br,496.0,"3644 Overland Ave, Los Angeles, CA 90034",1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,34.02226640000001,-118.4093348,1.898844591291373,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",1.3979296779817754,"Ralphs - 11361 National Blvd, Los Angeles",1.6393680212492403,"Whole Foods Market - 11666 National Blvd, Los Angeles"
Furnished Co-living Near UCLA ^ Patio/Balcony ^ Subterranean Parking,1695,1br,143.0,"1533 Selby Avenue, Los Angeles, CA 90024",1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,34.05462920000001,-118.4377134,1.2430146310836918,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",0.6316962734280558,"Trader Joe's - 1000 Glendon Ave, Los Angeles",0.1828998733098586,"Bristol Farms - 1515 Westwood Blvd, Los Angeles"
1 Bedroom 1 BA in West Los Angeles |  Parking Space | Call Us Today!,2325,1br,700.0,"1323 Federal Avenue, West Los Angeles, CA 90025",1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0475503,-118.4569787,0.6835855839332764,"Smart & Final - 12210 Santa Monica Blvd W, Los Angeles",0.6047611200794256,"Ralphs Fresh Fare - 12057 Wilshire Blvd, Los Angeles",0.727241086826514,"Whole Foods Market - 11737 San Vicente Blvd, Los Angeles"
Remodeled 1 Bedroom in Century City ^ Central Air/Heating ^ F/P,2895,1br,750.0,"2600 Overland Avenue, West Los Angeles, CA 90064",1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,34.0387467,-118.4220338,0.9030421763612388,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",1.0887194575801733,"Ralphs - 11361 National Blvd, Los Angeles",1.4468256701653035,"Whole Foods Market - 11666 National Blvd, Los Angeles"
